"id","name","region","size","climat","population","points","residential and adjacent spaces","street networks","green spaces","public and business infrastructure and adjacent spaces","social and leisure infrastructure and adjacent spaces","citywide space","img"
"138","Пыталово","Псковская область","Малый город","условно комфортный климат","5,4 тыс.чел.","172","24","35","36","19","22","36","https://api.индекс-городов.рф/uploads/city/emblem/3896/thumb_553_Pytalovo.png"
"139","Гатчина","Ленинградская область","Средний город","условно комфортный климат","91,7 тыс.чел.","212","32","29","36","43","35","37","https://api.индекс-городов.рф/uploads/city/emblem/4251/thumb_909_Gatchina.png"
"140","Никольское","Ленинградская область","Малый город","условно комфортный климат","22,4 тыс.чел.","218","55","44","44","21","22","32","https://api.индекс-городов.рф/uploads/city/emblem/3799/thumb_456_nikolskoe.png"
"141","Невинномысск","Ставропольский край","Большой город","условно комфортный климат","116,8 тыс.чел.","178","41","32","24","22","30","29","https://api.индекс-городов.рф/uploads/city/emblem/4290/thumb_948_Nevinnomyssk.png"
"142","Александровск","Пермский край","Малый город","условно комфортный климат","11,9 тыс.чел.","160","24","32","28","17","23","36","https://api.индекс-городов.рф/uploads/city/emblem/3360/thumb_15_Aleksandrovsk.png"
"143","Миллерово","Ростовская область","Малый город","условно комфортный климат","34,5 тыс.чел.","164","27","26","26","20","26","39","https://api.индекс-городов.рф/uploads/city/emblem/3754/thumb_411_millerovo.png"
"144","Приморск","Ленинградская область","Малый город","условно комфортный климат","5,6 тыс.чел.","160","30","34","28","18","20","30","https://api.индекс-городов.рф/uploads/city/emblem/3885/thumb_542_primorsk.png"
"145","Снежинск","Челябинская область","Средний город","условно комфортный климат","51,8 тыс.чел.","195","43","36","29","24","27","36","https://api.индекс-городов.рф/uploads/city/emblem/4116/thumb_774_snezinsk.png"
"146","Междуреченск","Кемеровская область","Средний город","условно комфортный климат","96,3 тыс.чел.","179","30","36","22","19","38","34","https://api.индекс-городов.рф/uploads/city/emblem/4260/thumb_918_Mezhdurechensk.gif"
"147","Хилок","Забайкальский край","Малый город","тяжелые климатические условия","10,4 тыс.чел.","122","23","26","14","11","19","29","https://api.индекс-городов.рф/uploads/city/emblem/4057/thumb_714_hilok.gif"
"148","Кунгур","Пермский край","Средний город","условно комфортный климат","64,9 тыс.чел.","172","26","28","24","27","30","37","https://api.индекс-городов.рф/uploads/city/emblem/4199/thumb_857_Kungur.png"
"149","Нестеров","Калининградская область","Малый город","условно комфортный климат","3,9 тыс.чел.","201","47","44","30","21","26","33","https://api.индекс-городов.рф/uploads/city/emblem/3786/thumb_443_Nesterov.png"
"150","Венев","Тульская область","Малый город","условно комфортный климат","13,9 тыс.чел.","192","38","34","23","33","28","36","https://api.индекс-городов.рф/uploads/city/emblem/3448/thumb_103_venev.png"
"151","Велиж","Смоленская область","Малый город","условно комфортный климат","6,6 тыс.чел.","171","34","27","25","23","25","37","https://api.индекс-городов.рф/uploads/city/emblem/3445/thumb_100_velizh.gif"
"152","Мглин","Брянская область","Малый город","условно комфортный климат","7,1 тыс.чел.","150","21","29","25","18","21","36","https://api.индекс-городов.рф/uploads/city/emblem/3743/thumb_400_mglin.gif"
"153","Комсомольск","Ивановская область","Малый город","условно комфортный климат","8 тыс.чел.","180","34","35","23","32","23","33","https://api.индекс-городов.рф/uploads/city/emblem/3648/thumb_305_komsomolsk.png"
